query,intent
please tell me my current location,current_location
which company is responsible for your design,who_made_you
what are the fees to use my card in nigeria,international_fees
please tell me how many calories one chocolate bar contains,calories
how soon does my visa card expire,expiration_date
does ruth chris in charlotte allow you to make a reservation,accept_reservations
how do i get my check directly deposited,direct_deposit
how many weeks of vacation time have i earned,pto_balance
tell me the things on my shopping list,shopping_list
i wanna learn a phrase in russian,translate
do i need new tires,tire_change
what makes you happy in your free time,what_are_your_hobbies
i would like to find out if macaroni grill will be busy around 7 00 pm,how_busy
do you know any good jokes about zebras,tell_joke
can you play music by led zeppelin,play_music
what can i refer to you by,what_is_your_name
please find out how many days off i have used by this point,pto_used
tell me about the weather today,weather
modify my account pin to 1234 on my checking account,pin_change
what is your date of birth,how_old_are_you
when it my citi card expired,expiration_date
i want you to add the song i listen to to my summer playlist,update_playlist
please flip a coin and tell me what side it lands on,flip_coin
how do i get the form to file my taxes from my employer,w2
how much money does radiohead earn a year,out_of_scope
what is my pnc account routing number,routing
go and disconnect from my phone,sync_device
i need my luggage that your airline lost it was flight abc123 and now it s suddenly missing,lost_luggage
i have to report fraudulent activity the bank of america card,report_fraud
what time of day is it,time
can you add carrots to my shopping list and delete potatoes,shopping_list_update
i gotta report fraudulent activity on my credit card,report_fraud
how do you spell exactly,spelling
share my gps coordinates with kelly,share_location
what must i do today,todo_list
who employs you,who_do_you_work_for
where would i find my luggage,lost_luggage
can you read my shopping list to me,shopping_list
is there a fork in the road sign at main 1st avenue,out_of_scope
what do i need to make a cajun chili,ingredients_list
how much money can i transfer today,transfer
how do you feel,greeting
what s the best type of plan to upgrade to,out_of_scope
put on some metallica music,play_music
please repeat what you said,repeat
what is the amount i owe to clay electric,bill_balance
please order an iphone7 for me,order
how long does it take before you have to change your oil,oil_change_when
book a reservation for 5 at lawry s under the name chris,restaurant_reservation
are you currently a pet owner,do_you_have_pets
do i need to get any shots before visiting family in seattle,vaccines
what s the meaning of a fortnight,definition
on the speaker do you know what song is on,what_song
how much do i make in a year,income
i want factory settings put back in place,reset_settings
are you from here or somewhere else originally,where_are_you_from
i need to know the carry on restrictions for united airlines,carry_on
do you think my name is jeff,user_name
give me my location on the map,current_location
do i need cables to jump start my car,jump_start
can you suggest a mexican dish,meal_suggestion
what are the nutrition facts for peanut butter,nutrition_info
can you provide me my credit score,credit_score
report lost card,report_lost_card
please make sure my account is frozen,freeze_account
it seems that there s fraudulent activity on my card i d like to file a report,report_fraud
do i need a power adapter in mexico,plug_type
speak faster please,change_speed
what are the steps to direct deposit my check,direct_deposit
help me a great hotel in vegas for this weekend,book_hotel
what s the minimum required payment on my visa card,min_payment
can you find out for me how many mushroom species are there,out_of_scope
i am enrolled in what insurance plan,insurance
go ahead and skip this song and play the next one,next_song
you need to reset your factory settings,reset_settings
what ingredients are in coffee cakes,ingredients_list
i need to know the items on my shopping list,shopping_list
who supplied your instructions,who_made_you
how many days milk can be preserved,food_last
what kind of gas goes in,gas_type
clear my calendar for november 11th,calendar_update
what are your capabilities,what_can_i_ask_you
will they take reservations at chillis,accept_reservations
what time of day is it in london,time
can you tell me who made ai,who_made_you
what questions am i allowed to ask,what_can_i_ask_you
i want to add farm trip to my calendar for friday,calendar_update
who s toledo s starting point guard for the next game,out_of_scope
what do i have on my shopping list,shopping_list
what type of pet is in your home,do_you_have_pets
